"book_id"	"title"	"author"	"description"	"genres"	"first_publish_year"	"editions"	"num_pages"	"cover_m"	"cover_l"	"average_rating"	"rating_count"	"id_goodreads"	"id_amazon"
"OL15914981W"	"The Immortals of Meluha"	"Amish Tripathi"	"1900 BC. In what modern Indians mistakenly call the Indus Valley Civilisation. The inhabitants of that period called it the land of Meluha – a near perfect empire created many centuries earlier by Lord Ram, one of the greatest monarchs that ever lived. This once proud empire and its Suryavanshi rulers face severe perils as its primary river, the revered Saraswati, is slowly drying to extinction. They also face devastating terrorist attacks from the east, the land of the Chandravanshis. To make matters worse, the Chandravanshis appear to have allied with the Nagas,  an ostracised and sinister race of deformed humans with astonishing martial skills.  The only hope for the Suryavanshis is an ancient legend: ‘When evil reaches epic proportions, when all seems lost, when it appears that your enemies have  triumphed, a hero will emerge.’  Is the rough-hewn Tibetan immigrant Shiva, really that hero? And does he want to be that hero at all? Drawn suddenly to his destiny, by duty as well as by love, will Shiva lead the Suryavanshi vengeance and destroy evil?"	"['general', 'Fiction', 'India', 'Indic Mythology', 'Siva (Hindu deity)', 'fantasy', 'fiction']"	"2010"	5	418	"https://covers.openlibrary.org/b/id/11152324-M.jpg"	"https://covers.openlibrary.org/b/id/11152324-L.jpg"	3.66	29	NA	NA
"OL2895536W"	"Carmilla"	"Joseph Sheridan Le Fanu"	"https://openlibrary.org/works/OL2895536W"	"['horror', '823/.8', 'fiction', 'Fiction', 'Austria', 'Horror', 'Pr4879.l7 c3 2009', 'Vampires', 'English Fantasy fiction', 'Lesbians', 'general', 'Vampires--fiction', 'Pr4879.l7 c3 2013', 'Ireland', 'Gothic Fiction', 'English', 'Fantasy fiction', 'mystery & detective', 'LGBTQ novels before Stonewall']"	"1871"	266	117	"https://covers.openlibrary.org/b/id/973851-M.jpg"	"https://covers.openlibrary.org/b/id/973851-L.jpg"	3.83	40	"48038"	"1986012948"
"OL29247W"	"Emperor Mage (Immortals #3)"	"Tamora Pierce"	"Sent to Carthak as part of the Tortallan peace delegation, Daine finds herself in the middle of a sticky political situation. She doesn't like the Carthaki practice of keeping slaves, but it's not her place to say anything -- she's just there to heal the emperor's birds. It's extremely frustrating! What's more, her power has grown in a mysterious way.   As the peace talks stall, Daine puzzles over Carthak's two-faced Emperor Ozorne. How can he be so caring with his birds and so cruel to his people? Daine is sure he's planning something. Daine must fight the powerful Emperor Mage, knowing that the safety and peace of the realm depend on stopping Ozorne's power-hungry schemes."	"['Paranormal fiction', 'rulers', 'Reading Level-Grade 8', 'fiction', 'Supernatural', 'Reading Level-Grade 7', 'Reading Level-Grade 10', 'Fiction', 'Daine', 'Human-animal relationships', 'Kings', 'queens', 'fantasy', 'epic', 'Human-animal communication', 'Fantasy', 'Juvenile fiction', 'Animal communication', \"\"Children's fiction\"\", 'Adventure and adventurers', 'etc.', 'The Immortals', 'Tortall', 'Fantasy fiction', 'Reading Level-Grade 9']"	"1994"	20	294	"https://covers.openlibrary.org/b/id/760685-M.jpg"	"https://covers.openlibrary.org/b/id/760685-L.jpg"	4.42	19	"153831"	NA
"OL51948W"	"Ἀπολογία Σωκράτους"	"Πλάτων"	"There is a well-known saying that the whole of Western Philosophy is footnotes of Plato. This is because his writings have set the schema that philosophy can be said to have followed ever since. Following the teachings of Socrates, Plato's works are among the world's greatest literature. The Apology is the speech made by Socrates in his own defence at his trail, and his justification for his life.Please Note:  This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher.  The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year"	"['Philosophy', 'Philosophie', 'Plato', 'Spirituality', 'Fiction', 'Filosofía griega', 'Ancient & Classical', 'Nonfiction', 'OverDrive', 'study and teaching', 'general', 'Language and languages', \"\"Children's fiction\"\", 'Socrates.', 'Accessible book', 'Sophists (Greek philosophy)', 'historical', 'Socrates', 'History & Surveys']"	"1675"	231	112	"https://covers.openlibrary.org/b/id/14407561-M.jpg"	"https://covers.openlibrary.org/b/id/14407561-L.jpg"	4.15	26	"2580389"	"B0863TZ59T"
"OL107195W"	"The Pilgrim's Progress"	"John Bunyan"	"Bunyan's allegory uses the everyday world of common experience as a metaphor for the spiritual journey of the soul toward God. The hero, Christian, encounters many obstacles in his quest: the Valley of the Shadow of Death, Vanity Fair, Doubting Castle, the Wicket Gate, as well as those who tempt him from his path (e.g., Talkative, Mr. Worldly Wiseman, the Giant Despair). But in the end he reaches Beulah Land, where he awaits the crossing of the river of death and his entry into the heavenly city. \"\"Pilgrim's Progress\"\" was enormously influential not only as a best-selling inspirational tract in the late 17th century, but as an ancestor of the 18th-century English novel, and many of its themes and ideas have entered permanently into Western culture."	"['christian', 'john', 'Railroads', '1628-1688', 'Bibliography', 'English Authors', 'Cree language', 'Benga', 'Early works to 1800', 'English Poets', 'Biography', 'Puritan authors', 'Texts', 'Christian fiction', 'Church of England', 'Juvenile fiction', 'Clergy', 'Open Library Staff Picks', 'Puritans', 'Religion', 'Christian biography', 'Spiritual life', 'God', 'Christian pilgrims and pilgrimages in fiction', 'Miniature books', 'Puritans--england--biography', 'Bunyan', '823/.4', 'english', 'Puritan movements', 'Pr3330.a2 t48 2004', 'classic & allegory', 'general', 'Salvation', \"\"Children's fiction\"\", 'historical', 'Syriac language', 'juvenile literature', 'Christian pilgrims and pilgrimages--fiction', 'Juvenile literature', 'Portraits', 'German language', 'Specimens', 'British and irish fiction (fictional works by one author)', 'Repentance', \"\"Pilgrim's progress (Bunyan\"\", 'fiction', 'John)', 'Aneityumese Catechisms', 'Translations into Kafir (Bantu)', 'Fiction', 'Authors', 'Cree (Langue)', 'Textes', 'english--early modern', 'English fiction', 'Puritans in literature', 'Aneityumese Hymns', 'worship and love', 'Christian biography--england', 'Ephrata Cloister', 'Reindeer', 'Christian pilgrims and pilgrimages', 'Pilgrims and pilgrimages', 'Bible', 'English literature', 'Christianity', 'Romans', 'Readers', 'religious', 'Aneityumese language', 'African languages', 'Germans', 'Xhosa language', 'Christian life', 'Canadian National railways', 'Christian pilgrims and pilgrimages in literature', 'Male authors', 'Kafir language (Bantu)', 'Allegories', 'Vie chrétienne', 'English Christian fiction', 'Limited editions', '1500-1700--biography', 'study', 'Classic Literature']"	"1678"	683	304	"https://covers.openlibrary.org/b/id/8229224-M.jpg"	"https://covers.openlibrary.org/b/id/8229224-L.jpg"	4.29	14	"1606808"	"B002ILDWCC"
"OL503666W"	"Don Quixote"	"Miguel de Cervantes Saavedra"	"A PBS Great American Read Top 100 Pick  Edith Grossman's definitive English translation of the Spanish masterpiece, in an expanded P.S. edition  Widely regarded as one of the funniest and most tragic books ever written, Don Quixote chronicles the adventures of the self-created knight-errant Don Quixote of La Mancha and his faithful squire, Sancho Panza, as they travel through sixteenth-century Spain. You haven't experienced Don Quixote in English until you've read this masterful translation."	"['', 'Peoples & cultures - fiction', 'Vida social y costumbres', 'World literature', 'Bibliography', 'Comic books', 'Cide Hamete Benengeli (Fictitious character)', 'Literatura española', 'History', 'Spanish Authors', 'Early works to 1800', 'Humor', 'Translations into English', 'Dulcinea (fictitious character)', 'Biography', 'Dulcinea', 'Adventure stories', 'Pq6329 .a2 2003b', 'Rhetoric', 'NOVELISTAS ESPAÑOLES', 'Illustrations', 'Open Library Staff Picks', 'Pictorial works', 'Spanish Proverbs', 'Spanish', 'Crítica e Interpretación', 'Fiction subjects', 'Modern Literature', 'Wishbone (fictitious character)', 'Relatos de aventura', 'Miguel de)', 'Manners and customs', 'Composition and exercises', 'Quotations', 'general', 'Don Quixote (Cervantes Saavedra', 'historical', 'Knights and knighthood--spain--fiction', 'Spain', 'Continental european fiction (fictional works by one author)', 'Don Quixote (Fictitious character)', 'Criticism and interpretation', 'Long Now Manual for Civilization', 'España', 'Social life and customs', 'fiction', 'romance', 'BIOGRAFIA', 'Spanish language', 'Fiction', 'Sancho Panza (Fictitious character)', 'Dogs', 'Spanish Adventure fiction', 'collections', 'Spanish language materials', 'NOVELAS ESPAÑOLAS', 'Knights and knighthood', 'Dictionaries', 'Chivalry', 'Real Academia Española', 'Romance literature', 'Squires', 'Don quixote (fictitious character)--fiction', 'Literatura picaresca', 'strips', 'Classics', 'Ficción', 'Literary', 'Don quixote (fictitious character)', 'General', 'Shōsetsu-Shōsetsushū', 'Readers', 'Literature - Classics / Criticism', 'Dulcinea (Fictitious character)', 'Dalziel Brothers', 'Novela española', 'action & adventure', 'Spanish literature', 'Spanish: Adult Fiction', 'Quests', 'Caballeros y caballería', 'Literature', 'Spanish fiction', 'great_books_of_the_western_world', '863/.3', 'Appreciation', 'Study and teaching (Secondary)', 'Comics & graphic novels', 'Quixote', 'Characters', 'Classic Literature']"	"1600"	1247	536	"https://covers.openlibrary.org/b/id/14428305-M.jpg"	"https://covers.openlibrary.org/b/id/14428305-L.jpg"	3.84	43	"175866"	"2364370043"
"OL137872W"	"Confessions"	"Augustine of Hippo"	"Garry Wills’s complete translation of Saint Augustine’s spiritual masterpiece—available now for the first time Garry Wills is an exceptionally gifted translator and one of our best writers on religion today. His bestselling translations of individual chapters of Saint Augustine’s Confessions have received widespread and glowing reviews. Now for the first time, Wills’s translation of the entire work is being published as a Penguin Classics Deluxe Edition. Removed by time and place but not by spiritual relevance, Augustine’s Confessions continues to influence contemporary religion, language, and thought. Reading with fresh, keen eyes, Wills brings his superb gifts of analysis and insight to this ambitious translation of the entire book. “[Wills] renders Augustine’s famous and influential text in direct language with all the spirited wordplay and poetic strength intact.”—Los Angeles Times“[Wills’s] translations . . . are meant to bring Augustine straight into our own minds; and they succeed. Well-known passages, over which my eyes have often gazed, spring to life again from Wills’s pages.”—Peter Brown, The New York Review of Books“Augustine flourishes in Wills’s hand.”—James Wood“A masterful synthesis of classical philosophy and scriptural erudition.”—Chicago Tribune"	"['', 'Confessions', 'Hippo (Extinct city)', 'bishop of hippo', 'of Hippo', 'Développement', 'Augustine', 'Good and evil', 'Asceticism', 'Catholic church', 'Biographies', 'Mass', 'Latin literature', 'Confessiones (Augustine', 'History', 'Early works to 1800', 'Catholic authors', 'Biography', 'Faith', 'Bishopscatholic church', 'Spiritual Masters', 'Spanish', 'Religion - Classic Works', 'Medieval and modern Latin literature', 'Hippo', 'Oriya literature', 'RELIGION / Devotional', 'Religion', 'Spiritual Theology', 'History & Surveys - Medieval', 'BIOGRAPHY & AUTOBIOGRAPHY / Religious', 'Foi', 'Christian biography', 'Philosophie', 'Spiritual life', 'doctrinal', 'Confessiones (Augustinus)', 'Spiritual biography', 'Religious aspects of Truth', 'Ouvrages avant 1800', 'Saint', 'Biographies &amp; autobiographies', 'Pastoral literature', 'translations into english', 'Louange de Dieu', 'Religion & Spirituality', 'French', 'open_syllabus_project', 'Grâce (Théologie)', 'Sin', 'spirituality', 'Latin American literature', 'ca. 30-600', 'FICTION', 'Theology', 'Redemption', 'Catholic Church', 'Africa', 'Bishops', 'Biography & Autobiography', 'Christian saints', 'Église catholique', 'Christian literature', 'Philosophy', 'Extinct city', 'Religious', 'Christian Church', 'clergy', 'Saints', 'Br65 .a6 1992', 'Catholic church.', 'Saint)', 'Saints chrétiens', 'Transcendance de Dieu', 'English language', 'Latin language materials', 'early works to 1800', 'Christian saints--algeria--hippo (extinct city)--biography', 'early church', 'Nonfiction', 'Dictionaries', 'Mysticisme', 'biography', 'Early Christian philosophy', 'Algeria', 'middle ages', 'Bekering', 'Br65.a6 e5 2017', 'Early church', 'Classics', 'Br65.a6 e5 1993', 'Christianity', 'General', 'Truth', 'Br65.a6 e5 2006', 'Korean', 'Bishop of Hippo. Confessions', 'Saint Augustine', 'Christian life', '270.2092 b', 'RELIGION / Christian Life / Devotional', 'saint', '242', 'Bishop of Hippo', '600-1500', '11.51 early Christianity', 'Théologie', 'Fiction - General', 'Religion et médecine', 'Biography / Autobiography', 'Time', 'Collected works', 'Inspiration', 'Évêques', '354-430', 'Religious aspects of Inspiration', 'History and criticism', 'early', 'Bishop of Hippo)', 'africa', 'Classic Literature']"	"1482"	449	351	"https://covers.openlibrary.org/b/id/9022521-M.jpg"	"https://covers.openlibrary.org/b/id/9022521-L.jpg"	4.64	14	"215856"	"B003SA7S5O"
"OL5738591W"	"Princess Academy (Princess Academy #1)"	"Shannon Hale"	"Well Written and exciting!!!"	"['Princesses', 'lexile:890', 'age:max:12', 'lexile_range:801-900', 'Kings and rulers', 'age:min:9', 'rulers', 'Sex role', 'grade:min:Kindergarten and up', 'fiction', 'Fiction', 'Self-confidence', 'Kings', 'queens', 'grade:max:undefined', 'Mountains', 'Newbery Honor', 'Juvenile fiction', 'award:Newbery_award', \"\"Children's fiction\"\", 'etc.', 'Telepathy', 'Schools', 'Extrasensory perception', 'School stories', 'Fantasy fiction']"	"2005"	23	314	"https://covers.openlibrary.org/b/id/844492-M.jpg"	"https://covers.openlibrary.org/b/id/844492-L.jpg"	4.07	14	"1866232"	NA
"OL362699W"	"Tempest"	"William Shakespeare"	"The Tempest is a play by William Shakespeare, believed to have been written in 1610–11, and thought by many critics to be the last play that Shakespeare wrote alone. It is set on a remote island, where Prospero, the rightful Duke of Milan, plots to restore his daughter Miranda to her rightful place using illusion and skilful manipulation. He conjures up a storm, the eponymous tempest, to lure his usurping brother Antonio and the complicit King Alonso of Naples to the island. There, his machinations bring about the revelation of Antonio's lowly nature, the redemption of the King, and the marriage of Miranda to Alonso's son, Ferdinand."	"['822.3/3', 'Literatura inglesa (crítica e interpretação)', 'Fathers and daughters -- Drama', 'Comic books', 'English literature: Shakespeare texts', 'William)', 'Stage history', 'william', '18.05 English literature', 'Roman Empire', 'Spirits', 'Supervivencia (accidentes de aviación', 'Juvenile fiction', 'Plays / Drama', 'Literary Criticism', 'tempest', 'English drama', 'Islands -- Drama', 'Pictorial works', 'Magicians--drama', 'Linguistics & semiotics', 'English literature: Shakespeare criticism', 'Tragicomedia', 'Islands', 'The tempest', 'Drama .', 'Pr2833.a2 v38 2011', 'Drama (dramatic works by one author)', 'Bu hnenanweisung', 'Translations into Hebrew', 'Plays', 'Pr2833.a2 l56 2002', 'Caliban (Fictitious character)', \"\"Children's fiction\"\", 'juvenile literature', 'SV', 'play', 'etc.', 'Outlines', 'etc.)', 'Shipwreck survival', 'Geschichte', 'Reading Level-Grade 11', 'Criticism and interpretation', 'Reading Level-Grade 12', 'Political refugees -- Drama', 'syllabi', 'Náufragos', 'Problems', 'Islands--drama', 'performing arts', 'Spirits -- Drama', 'Fiction', 'Teatro', 'Tempest (Shakespeare', 'study and teaching', \"\"Children's plays\"\", 'Political refugees', 'Castaways--drama', 'Castaways', 'Magos', 'Magicians -- Drama', 'naufragios', 'Survival', 'tragicomedy', 'strips', 'English literature', 'Classics', '1564-1616', 'Fathers and daughters--fiction', 'For National Curriculum Key Stage 3', 'Magicians', 'Shipwreck victims -- Drama', 'shipwrecks', 'Shakespeare', 'Fathers and daughters--drama', 'Prospero (Fictitious character)', 'Shipwreck victims', 'outlines', 'Juvenile drama', 'history and criticism', 'English Young adult drama', 'British and irish drama (dramatic works by one author)', 'Drama', 'Auffu hrung', 'Padres e hijas', 'Literature', 'exercises', 'Mathematics', 'Fathers and daughters', 'Ariel (Fictitious character : Shakespeare)', 'Adaptations', 'Nobility', 'Survival after airplane accidents', 'Shipwreck survival--drama', 'History and criticism', 'English']"	"1611"	798	145	"https://covers.openlibrary.org/b/id/8155661-M.jpg"	"https://covers.openlibrary.org/b/id/8155661-L.jpg"	3.91	45	"60430256"	"1616511109"
"OL85675W"	"The Amulet of Samarkand"	"Jonathan Stroud"	"Nathaniel, a magician's apprentice, summons up the djinni Bartimaeus and instructs him to steal the Amulet of Samarkand from the powerful magician Simon Lovelace."	"['Reading Level-Grade 11', 'Genies', 'Novelas-', 'Graphic novels', 'Reading Level-Grade 12', 'Comic books', 'Recetas', 'Bartimaeus (Fictitious character)', 'Aprendices', 'Reading Level-Grade 8', 'Jinn', 'fiction', 'Cartoons and comics', 'Magic', 'Reading Level-Grade 7', 'Protected DAISY', 'Reading Level-Grade 10', 'Fiction', 'Misterio-', 'Libros infantiles y juveniles', 'Apprentices', 'fantasy', 'Amulets', 'Fantasy', 'Juvenile fiction', 'Novela juvenil', 'Magia', \"\"Children's fiction\"\", 'Adaptations', 'London (england)', 'Adventure and adventurers', 'Juvenile literature', 'Wizards', 'Comics & graphic novels', 'Young adult fiction', 'Fantasy fiction', 'strips', 'English literature', 'Reading Level-Grade 9', 'Cocina']"	"2003"	32	464	"https://covers.openlibrary.org/b/id/14369347-M.jpg"	"https://covers.openlibrary.org/b/id/14369347-L.jpg"	4.03	30	"871575"	NA
"OL9976308W"	"Black House"	"Stephen King"	"Preceded by: [The Talisman][1]  Black House is a horror novel by American writers Stephen King and Peter Straub. Published in 2001, it is the sequel to [The Talisman][1]. This is one of King's numerous novels that tie in with the Dark Tower series. Black House was nominated to the Bram Stoker Award for Best Novel.  The novel is set in Straub's homeland of Wisconsin, rather than in King's frequently used backdrop of Maine. The town of \"\"French Landing\"\" is a fictionalized version of the town of Trempealeau, Wisconsin. Also, \"\"Centralia\"\" is named after the nearby small town of Centerville, Wisconsin, located at the intersection of Hwy 93 and Hwy 35.     [1]: https://openlibrary.org/works/OL15119769W/The_Talisman"	"['Novela', 'Wisconsin', 'Asesinato', 'horror', 'Asesinatos seriales', 'Novela fantástica', 'Mystery fiction', 'fiction', 'Ex-police officers', 'Serial murders', 'Fiction', 'Novela de misterio', 'fantasy', 'Serial murderers', 'Fantasy', 'Policía', 'New York Times reviewed', 'Investigation', 'Murder', 'Horror tales', 'general', 'espionage', 'Mystery', 'police procedural', 'Detective and mystery stories', 'Ex-policía', 'Abduction', 'thrillers', 'Police', 'short stories (single author)', 'Detective and mystery fiction', 'Fantasy fiction', 'mystery & detective', 'Ficción']"	"2001"	44	672	"https://covers.openlibrary.org/b/id/10713432-M.jpg"	"https://covers.openlibrary.org/b/id/10713432-L.jpg"	3.56	16	"3205284"	"0613495454"
"OL16361029W"	"The Selection (The Selection #1)"	"Kiera Cass"	"For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.  But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.  Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself—and realizes that the life she's always dreamed of may not compare to a future she never imagined."	"['Mariage', 'Social classes', 'Juvenile fiction / girls & women', 'nyt:chapter-books=2012-05-13', 'JUVENILE FICTION / General', 'Romans', 'Romance fiction', 'New york times bestseller', 'nouvelles', 'etc. pour la jeunesse', 'fiction', 'Princes', 'Fiction', 'Love', 'Nyt:chapter-books=2012-05-13', 'Juvenile fiction', 'Contests', 'JUVENILE FICTION / Girls & Women', 'Juvenile fiction / love & romance', 'Príncipes', 'Competencia', 'Clases sociales', 'Juvenile fiction / general', 'Révolutionnaires', \"\"Children's fiction\"\", 'Marriage', 'JUVENILE FICTION / Love & Romance', 'Classes sociales', 'New York Times bestseller', 'Matrimonio', 'Concours et compétitions', 'Revolutionaries', 'Korean language materials', 'Ficción', 'Juvenile ficción']"	"2012"	32	328	"https://covers.openlibrary.org/b/id/7101900-M.jpg"	"https://covers.openlibrary.org/b/id/7101900-L.jpg"	4.36	59	NA	NA
"OL515051W"	"On the origin of species by means of natural selection"	"Charles Darwin"	"Charles Darwin's seminal work laying the foundations for the principles of evolutionary biology via natural selection, based on evidence that he collected during his expedition on *HMS Beagle* in the 1830s."	"['Man', 'Évolution', 'Natural selection', 'Life Sciences', 'Human beings', 'Biological Evolution', 'Origin of species', 'Human evolution', 'SCIENCE', 'Origin', 'Evolución (Biología)', 'Nonfiction', 'Evolution', 'open_syllabus_project', 'Literature', 'Collections', 'Genetic Selection', 'great_books_of_the_western_world', 'Heredity', 'Selección natural', 'Obras Gerais', 'Evolución', 'Evolution (Biology)', 'Classic Literature']"	"1859"	217	505	"https://covers.openlibrary.org/b/id/7153600-M.jpg"	"https://covers.openlibrary.org/b/id/7153600-L.jpg"	4.2	20	"3338686"	"B00283P6J2"
"OL76827W"	"The Wealth of Nations"	"Adam Smith"	"Adam Smith's The Wealth of Nations was recognized as a landmark of human thought upon its publication in 1776. As the first scientific argument for the principles of political economy, it is the point of departure for all subsequent economic thought. Smith's theories of capital accumulation, growth, and secular change, among others, continue to be influential in modern economics. This reprint of Edwin Cannan's definitive 1904 edition of The Wealth of Nations includes Cannan's famous introduction, notes, and a full index, as well as a new preface written especially for this edition by the distinguished economist George J. Stigler. Mr. Stigler's preface will be of value for anyone wishing to see the contemporary relevance of Adam Smith's thought."	"['Finance', 'Economische filosofie', 'General', 'Classical school of economics', 'Reference', 'politics and government', 'Colonization', 'Économie politique', 'History', 'philosophy', 'Politics and government', 'Early works to 1800', 'Communism', 'Democracy', 'Nonfiction', 'social conditions', 'Social conditions', 'Literature', 'Open Library Staff Picks', 'Collections', 'BUSINESS & ECONOMICS', 'Colonies', 'germany', 'Wealth', 'Business', 'United states', 'Economics']"	"1776"	123	570	"https://covers.openlibrary.org/b/id/12816911-M.jpg"	"https://covers.openlibrary.org/b/id/12816911-L.jpg"	4.18	22	"1383593"	"B07F7HQZWG"
"OL627084W"	"Lolita"	"Vladimir Nabokov"	"Lolita is a 1955 novel written by Russian-American novelist Vladimir Nabokov. The novel is notable for its controversial subject: the protagonist and unreliable narrator, a middle-aged literature professor under the pseudonym Humbert Humbert, is obsessed with a 12-year-old girl, Dolores Haze, whom he sexually molests after he becomes her stepfather. \"\"Lolita\"\" is his private nickname for Dolores. The novel was originally written in English and first published in Paris in 1955 by Olympia Press. Later it was translated into Russian by Nabokov himself and published in New York City in 1967 by Phaedra Publishers.  ---------- Also contained in:   - [Собрание сочинений русского периода в пяти томах: Смех в темноте / Lolita](https://openlibrary.org/works/OL22529308W)  - [Novels 1955-1962](https://openlibrary.org/works/OL20643775W/Novels_1955-1962)  - [Works: Ada / Lolita](https://openlibrary.org/works/OL17687842W/Ada_Lolita)"	"['Sexual behavior', 'Muchachas', 'Child molesters', 'Stiefvater', 'Stieftochter', 'Long Now Manual for Civilization', 'Kommentar', 'Teenage girls', 'Romans', 'classic fiction', 'Large type books', 'novela', 'Sex addiction', 'American fiction (fictional works by one author)', 'Abhängigkeit', 'Teenagers', 'nouvelles', 'fiction', 'collectionID:EanesChallenge', 'Man-woman relationships', 'Edad madura', 'Middle-aged men in fiction', 'romance', 'Relaciones hombre-mujer', 'Middle-aged men', '813/.54', 'Russian fiction', 'collectionID:bannedbooks', 'Художественная литература -- США -- Американская литература -- 2-ая пол. 20 в. -- Романы', 'literary fiction', 'Fiction', 'Middle-aged men--fiction', 'Sexuelle Attraktion', 'Girls--fiction', 'Stepdaughters', 'Translations into English', 'Murderers', 'Fiction in english', 'Love', 'erotica', 'love stories', 'Filles', 'Drama', 'Erotica', 'Girls', 'general', 'romance fiction', 'Pedophilia', 'Stepfathers', 'Literary collections', 'erotic fiction', 'Girls in fiction', \"\"Hommes d'âge moyen\"\", 'coming-of-age', 'Young women', 'Continental european fiction (fictional works by one author)', 'Hombres', 'Ficción', 'Ps3527.a15 l6 1992']"	"1955"	133	364	"https://covers.openlibrary.org/b/id/12984540-M.jpg"	"https://covers.openlibrary.org/b/id/12984540-L.jpg"	3.95	80	"7606"	"B00GE5HHMO"
"OL20844W"	"The Red Badge of Courage"	"Stephen Crane"	"The Red Badge of Courage is a war novel by American author Stephen Crane (1871–1900). Taking place during the American Civil War, the story is about a young private of the Union Army, Henry Fleming, who flees from the field of battle. Overcome with shame, he longs for a wound, a \"\"red badge of courage,\"\" to counteract his cowardice. When his regiment once again faces the enemy, Henry acts as standard-bearer.  Although Crane was born after the war, and had not at the time experienced battle first-hand, the novel is known for its realism. He began writing what would become his second novel in 1893, using various contemporary and written accounts (such as those published previously by Century Magazine) as inspiration. It is believed that he based the fictional battle on that of Chancellorsville; he may also have interviewed veterans of the124th New York Volunteer Infantry Regiment, commonly known as the Orange Blossoms. Initially shortened and serialized in newspapers in December 1894, the novel was published in full in October 1895. A longer version of the work, based on Crane's original manuscript, was published in 1982.  The novel is known for its distinctive style, which includes realistic battle sequences as well as the repeated use of color imagery, and ironic tone. Separating itself from a traditional war narrative, Crane's story reflects the inner experience of its protagonist (a soldier fleeing from combat) rather than the external world around him. Also notable for its use of what Crane called a \"\"psychological portrayal of fear\"\", the novel's allegorical and symbolic qualities are often debated by critics. Several of the themes that the story explores are maturation, heroism, cowardice, and the indifference of nature. The Red Badge of Courage garnered widespread acclaim, what H. G. Wells called \"\"an orgy of praise\"\", shortly after its publication, making Crane an instant celebrity at the age of twenty-four. The novel and its author did have their initial detractors, however, including author and veteran Ambrose Bierce. Adapted several times for the screen, the novel became a bestseller. It has never been out of print and is now thought to be Crane's most important work and a major American text. (Wikipedia)"	"['Historical fiction', '1783-1865', 'Comic books', 'Large type books', 'American fiction (fictional works by one author)', 'Sources', 'Chancellorsville', 'Stephen)', 'Historia', 'Civil war', 'Readers for new literates', 'Questions and answers', 'History', 'Va.', 'anti-war fiction', 'Bataille de Chancellorsville', 'Bataille de (1863)', 'Virginia Civil War', 'War', 'United States', 'Unis', 'Juvenile fiction', 'American Civil War (1861-1865) fast (OCoLC)fst01351658', 'Crane', 'Spanish', 'United States Civil War', 'Roman americain', 'Facsimiles', 'German', 'stephen', 'Soldiers', 'nouvelles', 'Cartoons and comics', 'American fiction', 'Roman', 'Battle of (Virginia : 1863) fast (OCoLC)fst01404538', 'The red badge of courage (Crane)', 'French', 'general', \"\"Children's fiction\"\", 'historical', 'Virg.', 'War in fiction', 'history', '1861-1865', 'war & military', 'United states', 'psychological', 'Battle of', 'Histoire', 'Criticism and interpretation', 'Reading materials', 'Social life and customs', 'Children: Grades 3-4', 'American Civil War', 'fiction', 'Spanish language', \"\"Children's literature\"\", 'literature and the war', 'Fiction', 'Virginia', 'Campaigns', 'Realism', 'English language', 'Condensed books', 'Coming of age', 'Dictionaries', 'High interest-low vocabulary books', '1863', 'short stories (single author)', 'Psychological aspects', 'Thriller', 'États', 'strips', '1871-1900', 'Red badge of courage (Crane', 'Novela', 'War stories', 'Romans', 'Readers', 'Literature and the war', 'Korean', 'civil war', 'Bataille de', 'Manuscripts', 'Literature', 'Chancellorsville (Va.)', 'Adaptations', 'American Manuscripts', 'Civil War', 'Classic Literature']"	"1855"	260	186	"https://covers.openlibrary.org/b/id/8236915-M.jpg"	"https://covers.openlibrary.org/b/id/8236915-L.jpg"	3.67	18	"7113323"	NA
